,Label,Size_Ratio,0_dist,0_angle,0_distC,0_angleC,1_dist,1_angle,1_distC,1_angleC,2_dist,2_angle,2_distC,2_angleC,3_dist,3_angle,3_distC,3_angleC,4_dist,4_angle,4_distC,4_angleC,5_dist,5_angle,5_distC,5_angleC,6_dist,6_angle,6_distC,6_angleC,7_dist,7_angle,7_distC,7_angleC,8_dist,8_angle,8_distC,8_angleC,9_dist,9_angle,9_distC,9_angleC,10_dist,10_angle,10_distC,10_angleC,11_dist,11_angle,11_distC,11_angleC,12_dist,12_angle,12_distC,12_angleC,13_dist,13_angle,13_distC,13_angleC,14_dist,14_angle,14_distC,14_angleC,15_dist,15_angle,15_distC,15_angleC,16_dist,16_angle,16_distC,16_angleC,17_dist,17_angle,17_distC,17_angleC,18_dist,18_angle,18_distC,18_angleC,19_dist,19_angle,19_distC,19_angleC,20_dist,20_angle,20_distC,20_angleC
0,Hi,0.6176470588235294,0.42542843703812433,1.5590321636451379,2.572748664740175,1.2213605401944114,0.3582815731524769,1.1383885512243588,2.534145032493347,1.1539756457825008,0.2763479516061576,0.6181442259351873,2.4173242399193557,1.0978897231319675,0.2502847470430019,-0.019997333973150535,2.2837752308287205,1.0551837667462352,0.3072898480589624,-0.5292467808318448,2.162311664516055,1.0148957291391092,0.08610401305686008,0.6202494859828215,2.2503600212905197,1.1369906024611998,0.20737800164599796,-1.2261490111768705,2.0304630538128947,1.086203600375758,0.34720459845345664,-1.3083369269686203,1.9175882368776793,1.0429097423528007,0.4420309477827834,-1.2956070776657254,1.8562625642879045,1.004480674177506,0.07440012658131852,-0.7378150601204649,2.2007000650828945,1.1886007620999615,0.207619419657484,1.3024301158889897,1.970731359526563,1.1412264293810983,0.3412379393415779,1.497399000893285,1.8578136367998606,1.0951011079399045,0.42542843703812433,-1.5590321636451379,1.7971312281580996,1.0585585655121215,0.17235341071210392,-0.45066132608063364,2.1889744784661906,1.2353083864365286,0.23399286578830705,0.7248661436153412,1.9658257509009918,1.2063642152239407,0.3227930704210279,1.0516502125483738,1.8552030439757683,1.1747601361468893,0.3989340838485792,1.2252407462131845,1.7781319656914953,1.1411406575059067,0.2552393992077877,-0.4899573262537283,2.2099224068863506,1.2719643948880257,0.26600314026799726,0.20846521837998772,2.032287901347563,1.2630635457601975,0.2918213055783972,0.5404195002705842,1.9450755056307927,1.2433501464371957,0.31857541383762794,0.7631795980707292,1.8856276765316615,1.2213450512070825
1,Hi,0.6309523809523809,0.42289399495389973,-1.5588921272365868,0.011256579987082013,1.1071487177940904,0.35166680078369844,1.1583858851975093,0.011256579987082013,1.1071487177940904,0.2668545545219967,0.6246354227716135,0.011256579987082013,1.1071487177940904,0.2471325673169914,-0.06114816264930121,0.01510228682716745,1.570796,0.31166703482735225,-0.5431895762878278,0.011256579987082013,-1.1071487177940904,0.074837211404798,0.7378150601204649,0.011256579987082013,0.4636476090008061,0.2039896044974619,-1.295886485314224,0.011256579987082013,0.4636476090008061,0.3418740279523185,-1.332960399337446,0.005034095609055817,-0.0,0.4358782664374992,-1.3258176636680326,0.010068191218111634,-0.0,0.08962952413436923,-0.6659692373791098,0.010068191218111634,-0.0,0.20386533424255507,1.2178059389679863,0.011256579987082013,-0.4636476090008061,0.3296852236303327,1.448335269377555,0.014238572569219166,-0.7853981633974483,0.41795122145710506,1.5467046033699754,0.011256579987082013,-0.4636476090008061,0.18462163881435933,-0.4514530915525543,0.005034095609055817,-0.0,0.236656041774691,0.6647744948173456,0.007119286284609583,-0.7853981633974483,0.3212368393315756,1.0088747645380813,0.007119286284609583,-0.7853981633974483,0.3907508983632901,1.187897609748953,0.011256579987082013,-1.1071487177940904,0.2656648269984294,-0.4721219824037767,0.007119286284609583,0.7853981633974483,0.270626537422372,0.1682067718570861,0.005034095609055817,1.570796,0.2973101237440281,0.4939413689195812,0.007119286284609583,-0.7853981633974483,0.3244161194367981,0.7305083008032945,0.005034095609055817,-0.0
2,Hi,0.6035502958579881,0.4310840292412909,1.5237721949521503,0.6209689716479551,-1.3654009376051293,0.3580748960866901,1.1324597669369387,0.6230319971705046,-1.3909428270024184,0.26561342969267693,0.6091634656607725,0.6262982154204004,-1.4083072175776932,0.24337757637285337,-0.04164257909858842,0.6154893602433935,-1.4137665508231647,0.29721319935685286,-0.5170319524915414,0.6046995047804653,-1.4194208830608703,0.05091237380280324,0.09966865249116204,0.6655729083215028,-1.425670004621493,0.20346037630781919,-1.241171919374154,0.6180484055830764,-1.3894765523934063,0.3243803873521085,-1.3182420510168371,0.6013159784516201,-1.4014925486391092,0.4288157785085071,-1.3200870673734877,0.6113054400832075,-1.4042852524030336,0.05091237380280324,-0.09966865249116204,0.6746876222783313,-1.389599644465655,0.19906105787090214,1.313472611823808,0.6249239656047099,-1.374990590724804,0.3211202002128329,1.460139105621001,0.612165473897631,-1.396124127786657,0.42557167867376733,1.5588921272365868,0.6271376890251178,-1.4003356143519727,0.14265902560854182,-0.28805544705062586,0.6666516957983704,-1.3719104550826362,0.22638710829575762,0.7061990924279968,0.6239581332791525,-1.382954616382613,0.309314736657273,1.0191413442663497,0.6130661643772825,-1.3879864424152935,0.3848137363748989,1.207403193299666,0.6180484055830764,-1.3894765523934063,0.23352970295213762,-0.42483216291934245,0.650755416881836,-1.3749274833160778,0.26152382913256217,0.1555948279770297,0.6180484055830764,-1.3894765523934063,0.27640893462450533,0.4554510712508935,0.6040625541755715,-1.3766902287645697,0.28355862199605625,0.722191331499988,0.5972906019129895,-1.3484475447249493
3,Hi,0.5838150289017341,0.43440958439840405,1.5478118693534446,0.13103129435244107,-0.866302262552679,0.3375716922313883,1.1600793636802247,0.1439882598974238,-0.982793723247329,0.24506085331822294,0.5823529461439831,0.1509171231877562,-0.973619668702219,0.23483137828506098,-0.0425275346197842,0.14189630957610636,-0.8850668158886104,0.28806303820442913,-0.48689923181126904,0.1377075489963626,-0.8110335719191257,0.06011037277397442,-0.7266423406817256,0.1789439352732971,-1.0447299077981331,0.21804925406683445,-1.2924966677897853,0.15785757253637533,-0.9652516631899266,0.3281387756236372,-1.340576739518053,0.14975684253605676,-0.9272952180016122,0.4273831615867364,-1.3229848100561947,0.14892253608604217,-0.8803498697402046,0.060933840908435045,0.6107259643892086,0.17726498710722347,-1.0062269331267966,0.21804925406683445,1.2924966677897853,0.15507046058108329,-0.9917220574271658,0.3332253334468061,1.4204248987877621,0.14816764368591018,-1.0014831356942346,0.4297670600346829,1.5243181954438936,0.1439882598974238,-0.982793723247329,0.13487356909775247,-0.037020115873930025,0.17306835029810202,-0.9907935525872157,0.23307391272175412,0.7551044034786732,0.15674867470628875,-0.9209258773829491,0.31591240541381627,1.0222469243443686,0.14975684253605676,-0.9272952180016122,0.3856380048955699,1.1999050379822342,0.14579409544160793,-0.906750163968212,0.22262955165223722,-0.3430239404207034,0.16075141273325982,-0.9397169393235674,0.2536059405602829,0.17809293823119754,0.15215046259993603,-0.8550527371260165,0.27250442080283666,0.49642275340488184,0.15595177745093883,-0.8760580505981934,0.2931649306298565,0.7492693128846728,0.15377952898066788,-0.9467732738181398
4,Hi,0.5804597701149425,0.43254352981026073,-1.5478118693534446,0.009940903026420944,-0.0,0.3415174049817625,1.1983978801181423,0.009940903026420944,1.570796,0.23169982446425813,0.6177557255662326,0.004970451513210472,-0.0,0.22455221532731484,-0.08865588186743747,0.009940903026420944,1.570796,0.28918461094934095,-0.5020901990219941,0.011114267462405309,-0.4636476090008061,0.05985216199562518,-0.844153986113171,0.007029279941100123,-0.7853981633974483,0.22061191002073585,-1.3203532371835447,0.007029279941100123,-0.7853981633974483,0.33157047168141257,-1.3439974787410107,0.011114267462405309,-0.4636476090008061,0.42435548178277355,-1.3343401845949794,0.004970451513210472,0.0,0.0706433891140962,0.6857295109062863,0.011114267462405309,-1.1071487177940904,0.23148647283110807,1.3101939350475558,0.017921217793087932,-0.982793723247329,0.34162589783301367,1.4247840690836213,0.014058559882200245,-0.7853981633974483,0.43288609337753275,1.524851670986777,0.011114267462405309,-0.4636476090008061,0.13952722292512992,0.07130746478529032,0.015717947781175592,-1.2490457723982544,0.24612519573821007,0.8139618212362083,0.022228534924810618,-1.1071487177940904,0.33168221817843946,1.0535089464672753,0.022228534924810618,-1.1071487177940904,0.3962045392342824,1.2252407462131845,0.021087839823300366,-0.7853981633974483,0.2194329093136409,-0.2284966392918623,0.02534442925722698,-1.373400766945016,0.2580808530460856,0.2730087030867106,0.026766700564509475,-1.1902899496825317,0.28557395994265106,0.5493744847715509,0.02049369659597791,-1.3258176636680326,0.30936818527736953,0.8081215242390895,0.026766700564509475,-1.1902899496825317
5,Hi,0.5804597701149425,0.43382674842816327,-1.49050951151188,0.12276109656384437,-0.5543074962015513,0.34137269421044275,1.2904966704564456,0.11345266535316319,-0.5028432109278609,0.22504676381279373,0.75415832996718,0.11356149287492665,-0.4048917862850834,0.20378851204162934,0.0,0.11814628372710076,-0.388318718172466,0.2801589164294526,-0.4398425828157362,0.1367551787012047,-0.3332443011116727,0.04970451513210472,-0.9272952180016122,0.13337120954886372,-0.4636476090008061,0.2158000390226037,-1.3146449442292931,0.14233207073967744,-0.4324077755705379,0.3230793483586807,-1.3220863377013738,0.14491231834595647,-0.386875717731028,0.415917213508559,-1.317122230656254,0.14491231834595647,-0.386875717731028,0.08152146611753507,0.6556956262415362,0.138103438499105,-0.5280744484263598,0.230255864581444,1.33105321792444,0.14894777153139382,-0.4487233440107211,0.3403217008851865,1.4536875822280324,0.15344130798990532,-0.4346702151492448,0.4326862975897732,1.5363272257953886,0.14894777153139382,-0.4487233440107211,0.14626984043309355,0.1707352114752828,0.1475311731262254,-0.5693131911006619,0.24692690859664332,0.870903457075653,0.15788520114115462,-0.49180917598869855,0.3268804126288196,1.0799445463968773,0.15344130798990532,-0.4346702151492448,0.3962045392342824,1.2252407462131845,0.14448547701126901,-0.4636476090008061,0.22504676381279373,-0.11065722117389563,0.14911354539631416,-0.6435011087932844,0.2676670056450947,0.3805063771123649,0.16006088719686576,-0.6310793874713292,0.2993020844849049,0.6202494859828215,0.15717947781175592,-0.6055446636049701,0.3203146537113422,0.8402880259916021,0.15174129907347003,-0.5516549825285469
6,Hi,0.5813953488372093,0.4333043126074,-1.5011417530663285,0.010052409147490613,1.570796,0.34811683010881866,1.2627435457711202,0.007108126675452294,-0.7853981633974483,0.22790387853135854,0.722979353401491,0.010052409147490613,1.570796,0.2111005920973029,0.0,0.005026204573745307,1.570796,0.2787618426455049,-0.44751997515716985,0.011238935095714862,0.4636476090008061,0.05342928750354642,-0.851966327173272,0.005026204573745307,1.570796,0.22438499438990236,-1.2986504362637092,0.010052409147490613,1.570796,0.33283191200537127,-1.3111666973866392,0.010052409147490613,1.570796,0.4218719591045829,-1.3055892093430719,0.005026204573745307,1.570796,0.0753930686061796,0.6435011087932844,0.0,1.570796,0.2328386217258182,1.33105321792444,0.007108126675452294,0.7853981633974483,0.3397803513246782,1.437267277703025,0.010052409147490613,-0.0,0.43298353001884826,1.5127221672319426,0.015078613721235921,-0.0,0.1421625335090459,0.1418970546041639,0.0,1.570796,0.23878439451832068,0.85988695361133,0.005026204573745307,1.570796,0.32375156648069914,1.0863183977578734,0.0,1.570796,0.3912053590929238,1.2165369041162304,0.007108126675452294,-0.7853981633974483,0.21822064660866897,-0.13863973713415806,0.005026204573745307,0.0,0.26543880784730506,0.3277385067805555,0.011238935095714862,-1.1071487177940904,0.29415108112787636,0.5785242144177052,0.011238935095714862,-1.1071487177940904,0.31633160307545083,0.7741626811394856,0.02132438002635688,-0.7853981633974483
7,Hi,0.47337278106508873,0.45988347031595245,-1.4190311714671935,0.09832555963466051,-0.3906070436976868,0.3933385998606389,1.3654009376051293,0.09626769689764253,0.0,0.297198574920851,1.042721878368537,0.11569937244509193,0.5880026035475675,0.2205121570244032,0.6823165548747481,0.13056633290885203,0.960070362405688,0.2233476138929523,0.2914567944778671,0.17705710293496432,1.1341691669813554,0.07449188116336879,-0.3671738338182192,0.1612463966921788,-0.09966865249116204,0.22847543412404184,-1.0022717790638567,0.18726357576005395,0.028563657838759995,0.33976892458435903,-1.0789871508061981,0.19817248049897324,0.05400150037596829,0.4353123797212297,-1.112643167997307,0.2035130943912075,0.052583061610941714,0.052673714313960514,1.1525719972156676,0.1741249518884919,-0.18534794999569476,0.2407286594138165,-1.5485777614681775,0.1951911798556954,-0.16514867741462683,0.35896778434592275,-1.5111656136637273,0.2004685452967253,-0.16076274062583473,0.45080644664046143,-1.4876550949064553,0.19372023817102885,-0.11065722117389563,0.11838757283705169,0.3217505543966422,0.17264020231508406,-0.2825549524695875,0.23917901588941592,1.1071487177940904,0.19467761450077414,-0.27829965900511133,0.3283815526104482,1.2902595350565746,0.20245624237442228,-0.21293834957939717,0.4009370905934506,1.410033586169062,0.2119131479848198,-0.1775961672834879,0.2032318045616898,-0.0,0.16785187311615266,-0.3923401442155158,0.2581028624636124,0.5937496667107711,0.20096731266335727,-0.4398425828157362,0.2993562116808767,0.8486049952949085,0.21069485725584206,-0.41822432957922906,0.333009004807207,1.0496581833107783,0.2205121570244032,-0.3985224456664202
8,Hi,0.44642857142857145,0.4604670427792778,-1.4405848838305002,0.007686737962260579,-0.7853981633974483,0.3997473278003099,1.3654009376051293,0.005435344538318519,-0.0,0.3114789146984943,1.0603080048781208,0.012153799868812421,-1.1071487177940904,0.23175228135860118,0.8850668158886104,0.05011140061173167,-0.8621700546672264,0.19784952762529753,0.6489955589965009,0.08490279583768644,-0.6947382761967033,0.08964199857244526,-0.24497866312686414,0.012153799868812421,0.4636476090008061,0.2413684679767668,-0.9453112865556675,0.010870689076637038,0.0,0.3486255578832997,-1.0303768265243125,0.012153799868812421,0.4636476090008061,0.44250514891752113,-1.085174233497428,0.007686737962260579,0.7853981633974483,0.0492191381529459,1.460139105621001,0.010870689076637038,0.0,0.24014137071410027,-1.4801364395941514,0.012153799868812421,0.4636476090008061,0.360744762889579,-1.4651307446950408,0.012153799868812421,0.4636476090008061,0.4604670427792778,-1.4405848838305002,0.01630603361495556,0.0,0.10497393916270553,0.37089128881266237,0.010870689076637038,0.0,0.22410499643111315,1.1722738811284763,0.019597413432720565,0.5880026035475675,0.3177701564264375,1.3465615756858005,0.019597413432720565,0.5880026035475675,0.38835146855318936,1.4585935117976423,0.023060213886781734,0.7853981633974483,0.19031469078024615,-0.028563657838759995,0.012153799868812421,0.4636476090008061,0.2397104026459747,0.5754246505352849,0.019597413432720565,0.982793723247329,0.27768174652486177,0.8685393952858895,0.023060213886781734,0.7853981633974483,0.31623243713608035,1.0687061277729024,0.019597413432720565,0.982793723247329
9,Hi,0.5818181818181818,0.4572201281685669,-1.2562920223781515,0.0892080108945407,-0.05875582271572269,0.36179623776192193,1.5273454314033659,0.11112483107302192,-0.1418970546041639,0.239140820070611,1.0679531158670357,0.1508280520560147,-0.3547056520109403,0.19467119560868423,0.41549209594089065,0.2297774422148466,-0.4228539261329407,0.251501350677719,-0.020830320036217084,0.2978569301821775,-0.4164386171915918,0.05238474773996224,-0.9272952180016122,0.12229342495407576,-0.17219081452293902,0.22237309990182313,-1.3086764855294237,0.09786278489431201,-0.27094685033842053,0.33542604792555786,-1.3182420510168371,0.09148602886303138,-0.4124104415973873,0.42181921582396104,-1.319793640151862,0.08463014998795901,-0.3805063771123649,0.08527619104307849,0.7419472680059175,0.11572169011643349,-0.09065988720074511,0.2430110323528016,1.4410937896389846,0.12093958149218403,-0.08673833867598511,0.3510169007761572,1.5558720618048116,0.13106659697108008,-0.039978687123290044,0.4307033055302603,-1.4977557614917774,0.14705099438882518,0.07130746478529032,0.15759017815779094,0.26916749278570046,0.11536543984023323,-0.04542327942157701,0.26155678842037805,0.9994588469612699,0.11713585693073406,-0.17985349979247828,0.32806405720601456,1.2288464998171864,0.13138027894418905,-0.07982998571223732,0.3781148364718196,1.389703670263678,0.14667729367189428,0.0,0.2410267728213021,0.021735706841792664,0.11572169011643349,-0.09065988720074511,0.29110086955155307,0.5280744484263598,0.11713585693073406,-0.17985349979247828,0.3112377088191847,0.7615931372123784,0.12093958149218403,-0.08673833867598511,0.31971866835201473,0.960070362405688,0.13630104679505245,0.03844259002118799
