,index,0_dist,0_angle,1_dist,1_angle,2_dist,2_angle,3_dist,3_angle,4_dist,4_angle,5_dist,5_angle,6_dist,6_angle,7_dist,7_angle,8_dist,8_angle,9_dist,9_angle,10_dist,10_angle,11_dist,11_angle,12_dist,12_angle,13_dist,13_angle,14_dist,14_angle,15_dist,15_angle,16_dist,16_angle,17_dist,17_angle,18_dist,18_angle,19_dist,19_angle,20_dist,20_angle,Label
0,Victory_0,95.95606751750532,1.4658934126893246,75.9930776176685,1.0914549390879171,53.378658461395624,0.8036926521087482,26.564301826309578,0.7156259633681823,9.486593954239213,1.4601391056210022,32.14765396306234,0.3634516346944391,46.50750311299228,-0.7172888719648208,67.08023084049809,-1.0034682091415468,86.44593817385156,-1.1406584765346954,8.02942434604115,1.1814796049617577,33.30515816042167,1.3605018749680058,61.260919245122075,1.273383233163496,82.45400009410866,1.2249364513173426,22.66411550269004,-0.5804269908963725,23.566425635500185,0.37225140515328664,15.020469781989368,-0.09525227741876745,18.11458865101456,-0.9215118965707843,41.52962497503312,-0.5705107490540152,35.7330744228614,-0.20941798110443266,31.91499480532681,-0.43428355494618487,34.919570690854165,-0.7747910395244586,Victory
1,Victory_1,101.27178805911022,1.4491824895023928,79.7542284863395,1.1124891209628307,50.91191094171344,0.858213496232289,21.202511296088737,0.8936001106555961,10.102984449388238,-0.7019801532154926,31.747872962479278,0.30467441549828345,46.5431065892153,-0.7427014630737802,67.97179954127903,-1.0076671152118983,87.31728574585148,-1.1169045058396052,12.799695291157716,0.9652516631899268,31.00727732590421,1.3854483767992016,59.58566310082933,1.3039134513450874,79.49916926504453,1.29414221509502,22.467411521999285,-0.969273089232976,29.484036189481866,0.43691987128922877,22.17084764416488,0.20329271137042662,18.37502988721404,-0.5448639154515432,40.49366569540534,-0.8170016142861077,35.15101853870512,-0.15779914382313975,30.58203346697301,-0.3512986022985357,30.57424701442157,-0.7809929055506372,Victory
2,Victory_2,101.41937136902837,1.4488873118789396,81.27456893491073,1.1346647070795453,52.58221076456266,0.8841747554651116,23.534844144138475,0.9159642581970772,8.749603165604485,-0.8663022625526786,29.629189811550503,0.2968446733764038,46.43872904759079,-0.770170914020331,68.72327763493884,-1.013739426680617,87.65399147912329,-1.1054480391616124,10.176225014982505,1.0191413442663524,33.99346342395189,1.3734007669450152,61.36683867439227,1.3126431953703743,81.27456893491072,1.300947170856427,21.553550880436305,-0.8839786770362512,29.380643665893754,0.43320016843163406,19.804601036683948,0.11809202841909291,18.633899812498274,-0.747441718209134,39.839957608188094,-0.8031477784539459,34.97935899291977,-0.13381097747459123,30.949780110509515,-0.38650630511392037,32.05550741379018,-0.7853981633974483,Victory
3,Victory_3,101.68236747280856,1.4260514091698726,76.48260958650009,1.1439111946774823,42.13209440183108,0.885464430181771,7.566785039081273,1.0649203156810847,20.068194395706218,0.27145491583516107,29.420903608845844,0.22692016310848803,49.53372153554587,-0.7955949547799256,71.70056151483023,-1.0012146312703643,90.1209190218979,-1.077606487633982,12.300563193418553,0.8978691673465478,34.17697704065106,1.3545453904142628,62.55107663508774,1.3066141151100623,82.46279996874233,1.2965420173413995,22.173966881373175,-1.0860183377548767,23.945753130159027,0.22664979454478082,17.27285367051147,-0.3313404957965425,22.633078355090433,-1.1457359575810222,40.51594686186386,-0.895321170312673,34.69347472088397,-0.28093917022065135,30.857877710238654,-0.6076918396922861,35.10689862499616,-0.9530696989095706,Victory
4,Victory_4,102.63619346320661,1.4680807329919234,82.36647271593215,1.178050921576625,47.410041321861215,0.8985651832230839,12.394223656419587,1.108866929161644,19.56911120563949,0.09748947918520509,28.523968518517037,0.003338885756074503,55.48828807395923,-0.7520165185755783,78.239848689159,-0.9339901879650281,97.29923221469512,-1.0005762634985755,5.907833302579348,0.36254423726450447,39.81741206877811,1.3562783494262558,65.99457134274016,1.318467428520346,84.93273315393621,1.3029707148200007,19.500857589142527,-0.8078468959749737,28.103509678255993,0.2116850491300199,21.937087948595156,-0.4782096863935437,25.789396474550177,-1.1096260042210506,39.338550328527774,-0.8324927071497492,37.48139372119781,-0.32858050042299325,37.30246537298163,-0.7022569315090066,40.29531012587679,-1.0086895724960483,Victory
5,Victory_5,103.40810329787702,1.4720899174085098,82.98908487636663,1.1854951009727972,49.44162136199112,0.9392383989084736,13.418097908195616,1.0912770348023004,19.920021491851536,0.10537743918894148,28.254752976439875,0.06746502452190549,53.9421879162146,-0.7841497245953669,78.19571063042865,-0.9388659561704389,97.28038817203853,-1.0045176273367202,5.947998386621881,0.5102089142682791,39.10057384851845,1.3435410661757154,66.52351978666833,1.2997728422317814,87.01120682635474,1.2696417864351186,18.905721458195547,-0.8263734333343197,26.519491826051592,0.23191320453867034,20.378504525897334,-0.5075524308250741,26.662754815117406,-1.11194101337535,38.01062030848521,-0.8243854898484816,35.52460742114265,-0.31200096929918275,34.62035760932768,-0.6850520698021381,37.5543747885601,-1.0151539920802655,Victory
6,Victory_6,102.69635801776698,1.4625457782236684,84.43323114474505,1.1808641710246859,50.73994432509141,0.9111524491537395,15.780308634167085,1.104449669017544,19.9348712805105,-0.05496849337007638,28.265224260464123,0.10972698888407549,53.76243198526757,-0.7565840852154815,77.78278085625652,-0.9204384624754565,96.226266326122,-0.9987155074216832,6.537004383037728,0.6770162511526137,38.72023031733755,1.365200275422611,67.32910675762786,1.301628834009196,87.52288978220308,1.2822578626637076,19.110432145298162,-0.8294613348490047,26.809185483782535,0.2604879752718683,21.131539227263573,-0.3424176042815769,25.265618415603885,-0.9880210671658255,38.2151683624516,-0.8259403101033104,36.62576568507669,-0.30777120193564955,34.3874153007428,-0.6241129567794446,35.82655370131739,-0.9477656366109934,Victory
7,Victory_7,103.13943845189549,1.465798556745773,81.07245996127375,1.167601284215488,44.36838162455173,0.8933735271055832,9.975252825579936,1.2852836781288914,22.197832420584138,-0.025745383227052315,28.81519031246824,0.019832110261747162,56.05508304873792,-0.7553591249170709,78.45915499333121,-0.8993729079454694,97.89513802986652,-0.9641749061841245,5.059733889195989,0.3157982437420537,40.27028861486736,1.3659797528983901,66.43171182199738,1.3246006962576862,86.86487016587454,1.2885810251511856,19.635510891796528,-0.7631034017892552,27.54876114025479,0.16145446290425713,21.55902092442872,-0.5665598121380357,27.527145950358467,-1.191574883122491,39.44171048619848,-0.8101582603128324,37.0441300842137,-0.3176855361370105,36.746635121379015,-0.6963974749396151,39.69983749973884,-1.0077469454673955,Victory
8,Victory_8,102.82541397746566,1.4729248245739182,80.9474788431719,1.16374171366443,47.14838832390721,0.8798081946628423,14.204930318430781,1.0516502125483747,19.243280772136647,-0.17409880457566768,28.144508854922424,0.08300072324808483,54.97808262536078,-0.7547704888990159,77.56452949530257,-0.9190684880785265,97.09920821421595,-0.980481431394492,5.243503701320293,0.6889243882148641,39.689497802663915,1.3432780544046965,67.11233686616185,1.3000014001895925,87.30826092818396,1.2809590064001346,19.298878517109255,-0.7627144457668865,27.35340228893009,0.1714451025060573,20.71390256897982,-0.5222826879354205,27.110339753347812,-1.1142185135941394,38.38674185331935,-0.7924155920653623,36.743888997829394,-0.31355401664672977,34.56559048174174,-0.6288975727515598,36.866154921347686,-0.9663136675288396,Victory
9,Victory_9,103.16180628819944,1.4727811727049525,80.35472659506594,1.1599128605970748,45.90752807314772,0.8558695079762442,10.927300475945994,1.0857095080421748,19.91592304990422,-0.03348030765003893,27.226146230209512,0.09810234677587147,54.05751954632336,-0.7623492863410287,77.94183539804165,-0.9057879016930445,96.84905383649829,-0.9781571820825729,5.496855419340547,0.7302394474692708,39.59228148054199,1.3179415138156216,68.01348739125338,1.2891306485730538,88.2222636325634,1.2727736045461076,20.910835434022076,-0.7773468075858814,27.25149520539573,0.15969052995098876,20.84126379670848,-0.5372847143007708,25.655709296395095,-1.1744346772613348,39.29529464714441,-0.7811136994680756,35.8558780526946,-0.33141006075912216,34.42142453647411,-0.7188299996216239,37.2517329795182,-1.0694092080279274,Victory
