,Label,size_ratio,0_dist,0_angle,1_dist,1_angle,2_dist,2_angle,3_dist,3_angle,4_dist,4_angle,5_dist,5_angle,6_dist,6_angle,7_dist,7_angle,8_dist,8_angle,9_dist,9_angle,10_dist,10_angle,11_dist,11_angle,12_dist,12_angle,13_dist,13_angle,14_dist,14_angle,15_dist,15_angle,16_dist,16_angle,17_dist,17_angle,18_dist,18_angle,19_dist,19_angle,20_dist,20_angle
0,How are,1.0126582278481013,0.46939815234532367,-0.8457275489371414,0.39197814145824716,-0.43320016843163495,0.32618983758174125,0.1920480172407301,0.38268533525283893,0.6783706903480741,0.46065856422268925,0.8674056089236339,0.22544772144516712,0.25933174440068485,0.28475490719408136,0.8960553845713439,0.34415687152659036,0.9971296586267359,0.39974677531686986,1.0074800653029286,0.12896661071094767,-0.0,0.20031815529678731,-1.5263811115479857,0.2956919804967938,-1.3586525737904211,0.3659094476974423,-1.2874883624194424,0.0915718982356255,-1.0636978224025597,0.16169441381379612,-0.549853182676585,0.31752593551006353,-0.646302221915377,0.44588938134955036,-0.6794138054078485,0.16163324701992451,1.4327903031373772,0.18497044451190503,0.16910122600137706,0.28440743310834526,-0.17286060678714493,0.37548586777109894,-0.32549585523647806
1,How are,1.037037037037037,0.4848062355162595,-0.79789751241681,0.38937379938008243,-0.41934164755003,0.32967813064333534,0.15660187698201536,0.38055088526982883,0.625485040239229,0.5,0.76721834832447,0.2528024608917882,-0.0,0.24181542701349704,0.5191461142465229,0.2819181770641155,0.8176450458327023,0.3493875714904472,0.9861950706745702,0.16672173577990465,-0.4521538622857756,0.09008249790865688,1.5232132235179132,0.22624327056987198,-1.1410340476982082,0.3550173324054631,-1.0531472174181222,0.16880105011981986,-1.1525719972156676,0.12027971609966406,0.07130746478529032,0.2824711815775649,-0.388956880179007,0.41454073202313774,-0.5191461142465229,0.2229736871992452,-1.5323537367737086,0.15341693363569914,0.6267429012110469,0.1842956777033886,0.023251622810462915,0.23311764178680697,-0.2984989315861793
2,How are,1.0065359477124183,0.48877044890637356,-0.8120585117720462,0.38962676828939674,-0.4266274931268761,0.33170246486714416,0.16743177847052315,0.3860979384005246,0.6244103496266409,0.49837933631393816,0.7788623087515172,0.2627340436997705,0.035073330533225366,0.24414632304358572,0.5565993180102227,0.28133821929121583,0.878154483585592,0.3445367473750473,1.053308585820788,0.17118714843059454,-0.41549209594089065,0.10744192188456672,-1.0303768265243125,0.2736141836334716,-0.7853981633974483,0.4143064896595337,-0.7303357680237781,0.177276777111154,-1.14201829934888,0.14748106024155602,0.031239833430268277,0.2874196923935394,-0.37753019542353816,0.40626395099489704,-0.5093011440020118,0.2489234113567573,-1.5337762109209665,0.17050401179190852,0.6705215579805492,0.1843189485675876,0.02499479361892016,0.22870874995874624,-0.32811989501530536
3,How are,0.9805194805194806,0.47938341348361463,-0.8401379434473291,0.3837420900838979,-0.43662715981354133,0.3264401812757272,0.2001810679658887,0.38306925130200103,0.6652894278305355,0.498379686426907,0.798555298870204,0.2459116008334468,-0.03771795246686421,0.19958682088043167,0.5364354576047312,0.22813480389026536,0.9151007005533605,0.2944477648231394,1.1141908549024027,0.16333529515278308,-0.6037493333974364,0.1003037286107256,-0.982793723247329,0.27884855947636056,-0.8206776369910396,0.41970305526573637,-0.8010218920179252,0.1866747843620665,-1.319793640151862,0.15872961276053313,0.11710874456686428,0.29195488530052316,-0.35691193635167046,0.4003835467939276,-0.4947256824842485,0.2603078440998996,1.4994888620096063,0.18271738822050526,0.6231993299340659,0.1901547360858197,0.024385409172718538,0.22581432729401274,-0.3347368373168147
4,How are,1.0,0.480914193799624,-0.8259165158757953,0.37623132303560974,-0.41450687458478597,0.31973514296390076,0.21711131473490516,0.3822078142720338,0.6747409422235527,0.5,0.7853981633974483,0.2388074746549778,-0.019228399099707208,0.19765235396395356,0.5364354576047312,0.22592363970278967,0.9151007005533605,0.2874797872880345,1.1071487177940904,0.16305038349986647,-0.5645693936681,0.10570662724740068,-0.9707461133931431,0.2761458594151288,-0.8206776369910396,0.4155844155844156,-0.7853981633974483,0.18297406238448535,-1.2649174553900444,0.14757556074498066,0.09347678115858947,0.2832315387995375,-0.3473859629183197,0.4005498834621074,-0.48928301752248354,0.2571707317962708,1.5529410816553442,0.17640360658709253,0.6747409422235527,0.1841799299179589,0.07485984771076686,0.2251758556415546,-0.28950367196138826
5,How are,1.019736842105263,0.4697562394304768,-0.8408966686431651,0.37984843719495437,-0.3985224456664202,0.32627059736565395,0.22785704871709972,0.37984843719495437,0.6823165548747481,0.4983581862826812,0.7788623087515172,0.23050112524912933,-0.039978687123290044,0.1751014776876053,0.4636476090008061,0.19352106368012356,0.9034901918165422,0.24133875165183458,1.1583858851975093,0.1533986934719598,-0.7216548508647612,0.12161083673770005,-0.6510767214444797,0.29379632544704865,-0.7188299996216245,0.4372383865722109,-0.725767450266279,0.18568745770946313,-1.446441332248135,0.1889160616878306,-0.024385409172718538,0.325489265737563,-0.46997663841700793,0.4423044900271693,-0.6226707887570673,0.2508235073433599,1.441885555110905,0.17720939597748095,0.48689923181126904,0.1689339861485489,-0.1920480172407301,0.19439623406296122,-0.6340227196634222
6,How are,1.095890410958904,0.43045162434789686,-0.8994054557907906,0.3746712544296654,-0.3919475254685127,0.3360117756524308,0.2216495629786776,0.3896740332140564,0.6340227196634222,0.5,0.7396784120011599,0.21257267693412785,-0.04345089539153084,0.12559008982583209,0.628796286415433,0.14018610579448482,1.2698760924344716,0.18934441824878592,-1.546410917622178,0.13483853544887853,-0.906750163968212,0.15094834778900432,-0.4089078289509254,0.32267981198445644,-0.5919708366866009,0.46446310762457216,-0.6514532274507854,0.1710703641367776,1.5167948264189284,0.19202711747569062,-0.16910122600137706,0.31244404392879743,-0.5961991412974801,0.4180675288660083,-0.75415832996718,0.21181931599284093,1.2835148733977624,0.1718163140301367,0.1076898708328207,0.21889591889696133,-0.4825132950224769,0.27750671212595834,-0.7736340002476896
7,How are,1.1748251748251748,0.4277331443304564,-0.8679171178304299,0.3814467365226935,-0.3518166794456865,0.3466840612268081,0.19739555984988078,0.388464952357132,0.5944750050748631,0.4985340002499472,0.7017230287300521,0.2288447007649287,-0.13909594148207133,0.11784991954980602,0.39479111969976155,0.10581669514136607,0.7551044034786732,0.1034605550656988,1.0679531158670357,0.16424354321271428,-0.8831250707561671,0.1342319004952031,-0.20401797959254858,0.3171587130952189,-0.5404195002705842,0.46268966823352553,-0.6043055068662296,0.18633708392249618,-1.4977557614917774,0.15576894956410933,-0.1460122577112754,0.2083558463102898,-0.8007815651780434,0.2655784574834416,-1.0918827282473107,0.20642406134690877,1.4164775508687777,0.13605620025082435,0.033320995878247196,0.14757366904739044,-0.7419472680059175,0.16844292787012052,-1.155304230854006
8,How are,1.1549295774647887,0.4314948960345503,-0.8610113066342782,0.38792877926438435,-0.3518166794456865,0.35170038053868846,0.18454279719061453,0.39250305544516045,0.5847452860775617,0.5,0.7136262304616285,0.22704891812056607,-0.10168885176307704,0.1115893753691749,0.668289418830584,0.10879317120641108,0.9357695914045828,0.10928037996348601,1.0882830317724197,0.15700122217806417,-0.8685393952858895,0.13752100639291445,-0.23684876094692026,0.31622776601683794,-0.5354195419366258,0.46034872865709164,-0.6074445979876479,0.1849064499689478,-1.4959364790841299,0.15841597965304752,-0.1460122577112754,0.21522974214534665,-0.7551044034786732,0.26644788446921763,-1.0452125332432864,0.20993188946666638,1.4164775508687777,0.13898117536494772,0.09966865249116204,0.14758287665702596,-0.6747409422235527,0.17111916302916252,-1.0951011079399045
9,How are,1.158273381294964,0.43344955872549906,-0.8621700546672264,0.37763851541755644,-0.3296244074207427,0.342171701003453,0.2216495629786776,0.387489474025345,0.621659922283089,0.49668455621676494,0.7117063445230994,0.20877695426115528,-0.13552771398550073,0.09461426368249046,0.4636476090008061,0.07052130841171275,0.6435011087932844,0.0470142056078085,0.6435011087932844,0.15256091609474415,-0.982793723247329,0.14383581108616733,-0.19739555984988078,0.31608094834675626,-0.5302157727766299,0.45768274828423244,-0.5880026035475675,0.19751562491527755,-1.5469913006098266,0.14112095207901965,-0.033320995878247196,0.16635324109329766,-0.7454194762741583,0.19137727063166265,-1.085174233497428,0.2274243860649931,1.446441332248135,0.12205597676890055,0.2730087030867106,0.10720888372916265,-0.6610431688506868,0.11611652219427294,-1.1978086049948355
